epoch,accuracy,loss,mean_squared_error,val_accuracy,val_loss,val_mean_squared_error
0,0.45960855,1.0652173087989298,0.21448855,0.33680555,1.1079277065065172,0.22440587
1,0.4667017,1.0497006865160297,0.21077788,0.33680555,1.1067871318923101,0.22408353
2,0.4890319,1.0233349510581455,0.20462987,0.36458334,1.0763263238800898,0.21673654
0,0.46197295,1.0649626884513061,0.21441816,0.33333334,1.0961886180771723,0.22159062
1,0.4856167,1.0307430334415633,0.20626348,0.3888889,1.0636691782209609,0.21382573
2,0.52331537,0.98870378226124,0.19659771,0.46875,1.0052081909444597,0.20034122
3,0.5463024,0.9610594827649973,0.19009897,0.4861111,0.9838966793484158,0.19565311
4,0.55667937,0.9411319365220174,0.18579136,0.4861111,0.9864136377970377,0.19623363
5,0.5711283,0.9225832763332646,0.18131505,0.5381944,0.9499252537886301,0.18831854
6,0.5729673,0.9208864506011596,0.18121862,0.5104167,0.9598998460504744,0.19035302
7,0.58478916,0.9105294737492663,0.17848597,0.5347222,0.9580555657545725,0.18948103
8,0.5833443,0.9059836718532833,0.17769995,0.5243056,0.938333315981759,0.1855244
9,0.5909628,0.8967635001535564,0.17592973,0.5034722,0.9638275305430094,0.19104059
